,Title,URL,Score,Author,Views,Likes,Dislikes
121,Metallica Anesthesia Pulling Teeth Live Chicago 1983 YouTube,https://www.youtube.com/watch?v=2kdUJ5NAnTc,76.67139899438035,ANDREY LUSS,518452,6864,102
122,Iron Maiden Ed Force One Special YouTube,https://www.youtube.com/watch?v=nwpvoUYaR9U,77.69762777508818,Iron Maiden,1123430,14754,295
123,Game of Thrones Main Theme J S Bach MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=kLF9r1CbzrA&amp;list=RDuK-ONxAPjQg&amp;index=5,78.4635807617459,MOZART HEROES Official ,564467,7331,137
124,Game of Thrones Main Theme J S Bach MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=kLF9r1CbzrA,78.47198665369109,MOZART HEROES Official ,564449,7330,137
125,Game of Thrones Main Theme J S Bach MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=kLF9r1CbzrA&amp;list=RDkLF9r1CbzrA&amp;start_radio=1,78.47198665369109,MOZART HEROES Official ,564449,7330,137
126,Game of Thrones Main Theme J S Bach MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=kLF9r1CbzrA&amp;list=RDi_M7RTL71j4&amp;index=9,78.47448908661198,MOZART HEROES Official ,564467,7330,137
127,AC DC GAME OF THRONES AVICCI MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=Czv3naL8YWQ,78.52894736842106,MOZART HEROES Official ,29841,380,0
128,The Last of the Mohicans TURNS METAL YouTube,https://www.youtube.com/watch?v=7ycEXkNQlWs,78.5778942459304,METALHAWK,3538284,46100,1071
129,Stranger by Goldfrapp MOZART HEROES Unplugged MHups3 YouTube,https://www.youtube.com/watch?v=ToLjjA38X_o&amp;list=RDuK-ONxAPjQg&amp;index=13,78.89200561009818,MOZART HEROES Official ,56250,723,10
130,Stranger by Goldfrapp MOZART HEROES Unplugged MHups3 YouTube,https://www.youtube.com/watch?v=ToLjjA38X_o,78.89200561009818,MOZART HEROES Official ,56250,723,10
131,Vivaldi For Seasons Presto Summer Storm MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=W-nswNF4vWg,78.97394747811587,MOZART HEROES Official ,378917,4862,64
132,Vivaldi For Seasons Presto Summer Storm MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=W-nswNF4vWg&amp;list=RDW-nswNF4vWg&amp;start_radio=1,78.9745727386411,MOZART HEROES Official ,378920,4862,64
133,Vivaldi For Seasons Presto Summer Storm MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=W-nswNF4vWg&amp;list=RDi_M7RTL71j4&amp;index=7,78.9768653605669,MOZART HEROES Official ,378931,4862,64
134,Vivaldi For Seasons Presto Summer Storm MOZART HEROES Live YouTube,https://www.youtube.com/watch?v=W-nswNF4vWg&amp;list=RDuK-ONxAPjQg&amp;index=6,78.97707378074197,MOZART HEROES Official ,378932,4862,64
